indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
STY,FOR,M07,NR,LU	3615 	2055 	2018 	3910 	2820 
STY,FOR,M07,NR,LV	17410 	7779 	14586 	26543 	19323 
STY,FOR,M07,NR,MT	17843 	9120 	5002 	22922 	20232 
STY,FOR,M07,NR,NL	69293 	35126 	48624 	85624 	80398 
STY,FOR,M07,NR,NO	69109 	12446 	16624 	66953 	55821 
STY,FOR,M07,NR,PL	122403 	68817 	59212 	146913 	120062 
STY,FOR,M07,NR,PT	255842 	106882 	60983 	266430 	242557 
STY,FOR,M07,NR,RO	32276 	22328 	6545 	39948 	28657 
STY,FOR,M07,NR,SE	52476 	20788 	7476 	45352 	36939 
STY,FOR,M07,NR,SI	50741 	27000 	16845 	51578 	42812 
STY,FOR,M07,NR,SK	19645 	8130 	11427 	24308 	18349 
STY,FOR,M08,NR,AT	127505 	99775 	82588 	139623 	116362 
STY,FOR,M08,NR,BE	72232 	41808 	29746 	67917 	56151 
STY,FOR,M08,NR,BG	27860 	27565 	12789 	36047 	31545 
STY,FOR,M08,NR,CH	63163 	44968 	35767 	67591 	57396 
STY,FOR,M08,NR,CY	19920 	18940 	9340 	21888 	19729 
STY,FOR,M08,NR,CZ	51108 	27081 	28021 	94599 	83806 
STY,FOR,M08,NR,DE	138555 	71624 	74802 	166755 	156471 
STY,FOR,M08,NR,DK	54897 	31995 	23637 	58042 	56411 
STY,FOR,M08,NR,EE	15169 	9191 	10604 	26762 	22760 
STY,FOR,M08,NR,EL	385151 	298564 	145424 	334974 	279692 
STY,FOR,M08,NR,ES	466576 	290129 	137271 	540295 	493941 
STY,FOR,M08,NR,EU27_2020	3806501 	2559430 	1606270 	4127380 	3622509 
STY,FOR,M08,NR,FI	20082 	10610 	6638 	29774 	24769 
STY,FOR,M08,NR,FR	524689 	262072 	221455 	468616 	410633 
STY,FOR,M08,NR,HR	477414 	439839 	219988 	509173 	459417 
STY,FOR,M08,NR,HU	76387 	43636 	32892 	115205 	99133 
STY,FOR,M08,NR,IE	56721 	23031 	12838 	92472 	91691 
STY,FOR,M08,NR,IS	43150 	29254 	12356 	49795 	58549 
STY,FOR,M08,NR,IT	620382 	438016 	250011 	625545 	539976 
STY,FOR,M08,NR,LI	327 	198 	246 	313 	260 
STY,FOR,M08,NR,LT	15642 	9970 	9510 	27294 	23615 
STY,FOR,M08,NR,LU	3221 	2396 	1790 	3493 	2555 
STY,FOR,M08,NR,LV	17323 	9526 	13775 	27735 	20414 
STY,FOR,M08,NR,MT	19529 	12612 	8120 	25017 	21288 
STY,FOR,M08,NR,NL	66817 	35394 	49876 	88091 	82796 
STY,FOR,M08,NR,NO	71555 	25920 	17629 	72312 	64344 
STY,FOR,M08,NR,PL	119600 	81265 	60416 	144039 	117237 
STY,FOR,M08,NR,PT	265488 	163150 	111423 	301725 	270834 
STY,FOR,M08,NR,RO	38621 	31457 	7600 	47758 	35615 
STY,FOR,M08,NR,SE	48670 	29694 	10917 	44072 	35698 
STY,FOR,M08,NR,SI	56019 	39493 	21241 	61478 	49163 
STY,FOR,M08,NR,SK	20923 	10597 	13558 	28991 	20807 
STY,FOR,M09,NR,AT	85056 	64827 	44857 	93357 	83173 
STY,FOR,M09,NR,BE	54444 	33341 	17537 	58325 	47200 
STY,FOR,M09,NR,BG	14366 	10532 	8453 	16192 	16033 
STY,FOR,M09,NR,CH	46240 	30741 	19604 	51629 	44048 
STY,FOR,M09,NR,CY	20847 	19408 	6623 	24336 	22082 
STY,FOR,M09,NR,CZ	41150 	21956 	15189 	73601 	68670 
STY,FOR,M09,NR,DE	117410 	63316 	50936 	152562 	148630 
STY,FOR,M09,NR,DK	25771 	17098 	11979 	28815 	30666 
STY,FOR,M09,NR,EE	6968 	4479 	2592 	12269 	10142 
STY,FOR,M09,NR,EL	295569 	212873 	98350 	263125 	223457 
STY,FOR,M09,NR,ES	425282 	263696 	60294 	501566 	446399 
STY,FOR,M09,NR,EU27_2020	2958171 	1867334 	875609 	3197749 	2847102 
STY,FOR,M09,NR,FI	12109 	6476 	2846 	17967 	13997 
STY,FOR,M09,NR,FR	396377 	218265 	97664 	374062 	330034 
STY,FOR,M09,NR,HR	238714 	197139 	45658 	234668 	225308 
STY,FOR,M09,NR,HU	51563 	33097 	4049 	79467 	70518 
STY,FOR,M09,NR,IE	44177 	17554 	8075 	66527 	68903 
STY,FOR,M09,NR,IS	31236 	23884 	2149 	34442 	46035 
STY,FOR,M09,NR,IT	635917 	377370 	212139 	628469 	535969 
STY,FOR,M09,NR,LI	229 	139 	179 	273 	207 
STY,FOR,M09,NR,LT	9100 	5717 	2482 	14269 	12174 
STY,FOR,M09,NR,LU	3110 	2080 	1502 	3731 	2955 
STY,FOR,M09,NR,LV	7573 	4362 	2450 	10971 	8838 
STY,FOR,M09,NR,MT	15063 	11106 	4125 	22321 	18898 
STY,FOR,M09,NR,NL	53829 	33588 	31216 	71100 	67664 
STY,FOR,M09,NR,NO	33192 	15470 	4267 	33509 	30123 
STY,FOR,M09,NR,PL	86209 	53721 	41711 	98856 	85317 
STY,FOR,M09,NR,PT	225924 	128525 	75119 	249710 	227274 
STY,FOR,M09,NR,RO	25185 	20588 	5635 	28226 	21831 
STY,FOR,M09,NR,SE	21480 	14067 	8816 	20377 	17233 
STY,FOR,M09,NR,SI	32078 	23711 	8856 	35820 	29863 
STY,FOR,M09,NR,SK	12900 	8442 	6456 	17060 	13874 
STY,FOR,M10,NR,AT	69548 	52518 	17337 	84941 	67901 
STY,FOR,M10,NR,BE	60211 	42739 	10753 	65154 	52241 
STY,FOR,M10,NR,BG	11090 	6814 	5018 	11239 	9573 
STY,FOR,M10,NR,CH	35590 	23486 	10788 	41016 	32812 
STY,FOR,M10,NR,CY	19383 	20366 	6029 	21069 	18463 
STY,FOR,M10,NR,CZ	40303 	23453 	4397 	77965 	66599 
STY,FOR,M10,NR,DE	103066 	68174 	32321 	135991 	124731 
STY,FOR,M10,NR,DK	20118 	17716 	7190 	22861 	21333 
STY,FOR,M10,NR,EE	6493 	4621 	1210 	11162 	9050 
STY,FOR,M10,NR,EL	136710 	119437 	61157 	123536 	98709 
STY,FOR,M10,NR,ES	396037 	292813 	56498 	451037 	400393 
STY,FOR,M10,NR,EU27_2020	2215313 	1519370 	488224 	2448348 	2096138 
STY,FOR,M10,NR,FI	9296 	6586 	2457 	15370 	12703 
STY,FOR,M10,NR,FR	282738 	176095 	45436 	256687 	231859 
STY,FOR,M10,NR,HR	79834 	56132 	12523 	81402 	70664 
STY,FOR,M10,NR,HU	48377 	31362 	2902 	72533 	59668 
STY,FOR,M10,NR,IE	30482 	16498 	2931 	48042 	50931 
STY,FOR,M10,NR,IS	22494 	17015 	942 	24539 	32918 
STY,FOR,M10,NR,IT	467506 	288325 	106161 	489257 	392953 
STY,FOR,M10,NR,LI	202 	133 	92 	218 	169 
STY,FOR,M10,NR,LT	7217 	4973 	1705 	10828 	9630 
STY,FOR,M10,NR,LU	3120 	2211 	1212 	3937 	2930 
STY,FOR,M10,NR,LV	6343 	3341 	1249 	8428 	6779 
STY,FOR,M10,NR,MT	12902 	10608 	3506 	19511 	16879 
STY,FOR,M10,NR,NL	54493 	41402 	10659 	71852 	64794 
STY,FOR,M10,NR,NO	21382 	12150 	2598 	22409 	18512 
STY,FOR,M10,NR,PL	90710 	59671 	28321 	96725 	76491 
STY,FOR,M10,NR,PT	191192 	130527 	50372 	194848 	174425 
STY,FOR,M10,NR,RO	23866 	14753 	4027 	25036 	17438 
STY,FOR,M10,NR,SE	16588 	12273 	9558 	15241 	13232 
STY,FOR,M10,NR,SI	15970 	9547 	1677 	18074 	14732 
STY,FOR,M10,NR,SK	11720 	6415 	1618 	15622 	11037 
STY,FOR,M11,NR,AT	48136 	26792 	3520 	60287 	52449 
STY,FOR,M11,NR,BE	43278 	30373 	4936 	49949 	42388 
STY,FOR,M11,NR,BG	7613 	4148 	2164 	7601 	5917 
STY,FOR,M11,NR,CH	23368 	18067 	6299 	26375 	22839 
STY,FOR,M11,NR,CY	11685 	13301 	1940 	12360 	9748 
STY,FOR,M11,NR,CZ	27978 	17878 	1511 	51306 	44747 
STY,FOR,M11,NR,DE	70278 	50877 	14369 	101420 	89510 
STY,FOR,M11,NR,DK	12371 	11310 	1671 	15443 	17146 
STY,FOR,M11,NR,EE	4811 	3742 	1006 	9564 	7494 
STY,FOR,M11,NR,EL	40322 	37298 	7921 	41556 	33330 
STY,FOR,M11,NR,ES	266106 	228122 	35002 	280125 	248834 
STY,FOR,M11,NR,EU27_2020	1235874 	926806 	148847 	1386799 	1215578 
STY,FOR,M11,NR,FI	11033 	8393 	1973 	16326 	13802 
STY,FOR,M11,NR,FR	149957 	106221 	12714 	150809 	137210 
STY,FOR,M11,NR,HR	17910 	12720 	5102 	15922 	14918 
STY,FOR,M11,NR,HU	40531 	30174 	1786 	56413 	45430 
STY,FOR,M11,NR,IE	18644 	11831 	1498 	26989 	32335 
STY,FOR,M11,NR,IS	13151 	9746 	492 	14291 	19888 
STY,FOR,M11,NR,IT	198148 	140634 	10710 	192937 	163748 
STY,FOR,M11,NR,LI	131 	83 	38 	129 	101 
STY,FOR,M11,NR,LT	5645 	4123 	1082 	10099 	7911 
STY,FOR,M11,NR,LU	2544 	1819 	873 	3589 	2744 
STY,FOR,M11,NR,LV	4457 	2072 	836 	6974 	5594 
STY,FOR,M11,NR,MT	7297 	6403 	1208 	9703 	7783 
STY,FOR,M11,NR,NL	30755 	23608 	5055 	45471 	43349 
STY,FOR,M11,NR,NO	14896 	9269 	1667 	15037 	13533 
STY,FOR,M11,NR,PL	62971 	41392 	7805 	71144 	59448 
STY,FOR,M11,NR,PT	111253 	89600 	16291 	104980 	92272 
STY,FOR,M11,NR,RO	17992 	8937 	2347 	17134 	13026 
STY,FOR,M11,NR,SE	10577 	8131 	4537 	10986 	9441 
STY,FOR,M11,NR,SI	6126 	3496 	212 	7467 	6851 
STY,FOR,M11,NR,SK	7456 	3411 	778 	10245 	8153 
STY,FOR,M12,NR,AT	92474 	34887 	3332 	113337 	94714 
STY,FOR,M12,NR,BE	53340 	32833 	6457 	57584 	46729 
STY,FOR,M12,NR,BG	8383 	5336 	2072 	9107 	7590 
STY,FOR,M12,NR,CH	34961 	22420 	10888 	37175 	30910 
STY,FOR,M12,NR,CY	9946 	9171 	1356 	9566 	7297 
STY,FOR,M12,NR,CZ	39860 	17705 	2206 	72348 	62790 
STY,FOR,M12,NR,DE	84738 	45712 	10146 	112563 	104131 
STY,FOR,M12,NR,DK	14914 	9641 	1664 	18255 	18521 
STY,FOR,M12,NR,EE	6754 	4709 	1130 	12667 	10005 
STY,FOR,M12,NR,EL	30076 	24222 	3465 	32242 	23936 
STY,FOR,M12,NR,ES	250750 	205312 	47861 	272931 	247538 
STY,FOR,M12,NR,EU27_2020	1381111 	893514 	171960 	1563624 	1345684 
STY,FOR,M12,NR,FI	18622 	14131 	2508 	23921 	22367 
STY,FOR,M12,NR,FR	228043 	142590 	28958 	200869 	175491 
STY,FOR,M12,NR,HR	21141 	14055 	2568 	22221 	20346 
STY,FOR,M12,NR,HU	48262 	32740 	1668 	70044 	53674 
STY,FOR,M12,NR,IE	17256 	10245 	3319 	23421 	26206 
STY,FOR,M12,NR,IS	11562 	7990 	634 	13944 	18566 
STY,FOR,M12,NR,IT	167680 	111948 	7607 	184588 	154409 
STY,FOR,M12,NR,LI	180 	76 	65 	178 	90 
STY,FOR,M12,NR,LT	6224 	4481 	1028 	10795 	9191 
STY,FOR,M12,NR,LU	2419 	1823 	845 	3102 	2454 
STY,FOR,M12,NR,LV	5577 	3120 	790 	8824 	6587 
STY,FOR,M12,NR,MT	6249 	5161 	1321 	8839 	6771 
STY,FOR,M12,NR,NL	33288 	13608 	5002 	46186 	43677 
STY,FOR,M12,NR,NO	19635 	10277 	1524 	19173 	16022 
STY,FOR,M12,NR,PL	82407 	51227 	9612 	88218 	72233 
STY,FOR,M12,NR,PT	101919 	71649 	18382 	105588 	84793 
STY,FOR,M12,NR,RO	18472 	9777 	2914 	16818 	12369 
STY,FOR,M12,NR,SE	12799 	10050 	4416 	12792 	10812 
STY,FOR,M12,NR,SI	9047 	4401 	223 	11718 	9988 
STY,FOR,M12,NR,SK	10471 	2980 	1110 	15080 	11065 
STY,FOR,TOTAL,NR,AT	921114 	409247 	492158 	1142214 	928173 
STY,FOR,TOTAL,NR,BE	594119 	272305 	224529 	654995 	527306 
STY,FOR,TOTAL,NR,BG	144323 	95519 	65084 	170829 	155769 
STY,FOR,TOTAL,NR,CH	438350 	236147 	202598 	513731 	428186 
STY,FOR,TOTAL,NR,CY	171031 	119121 	57115 	184459 	156196 
STY,FOR,TOTAL,NR,CZ	404988 	145991 	199695 	812439 	720828 
STY,FOR,TOTAL,NR,DE	1041860 	459594 	502442 	1478188 	1329665 
STY,FOR,TOTAL,NR,DK	284765 	122624 	101060 	344598 	332600 
STY,FOR,TOTAL,NR,EE	91934 	42603 	57447 	167795 	139583 
STY,FOR,TOTAL,NR,EL	1839361 	1087048 	498049 	1632702 	1358224 
STY,FOR,TOTAL,NR,ES	4096379 	1954123 	1152954 	4676191 	4159564 
STY,FOR,TOTAL,NR,EU27_2020	25029024 	11768112 	8221468 	28435179 	24597298 
STY,FOR,TOTAL,NR,FI	145144 	64104 	73117 	221185 	185888 
STY,FOR,TOTAL,NR,FR	3485504 	1397533 	1069208 	3360508 	2931099 
STY,FOR,TOTAL,NR,HR	1759144 	1197547 	538907 	1788683 	1625227 
STY,FOR,TOTAL,NR,HU	551410 	220334 	199407 	841010 	703659 
STY,FOR,TOTAL,NR,IE	358359 	108258 	98463 	627043 	608501 
STY,FOR,TOTAL,NR,IS	254264 	131027 	68622 	318653 	391104 
STY,FOR,TOTAL,NR,IT	4533246 	1974013 	1167021 	4844023 	4097038 
STY,FOR,TOTAL,NR,LI	2212 	1145 	1298 	2393 	1950 
STY,FOR,TOTAL,NR,LT	94566 	46031 	54789 	163366 	140242 
STY,FOR,TOTAL,NR,LU	30954 	18895 	15955 	39483 	29103 
STY,FOR,TOTAL,NR,LV	88857 	35678 	56999 	140434 	105208 
STY,FOR,TOTAL,NR,MT	131508 	66332 	43197 	183084 	158830 
STY,FOR,TOTAL,NR,NL	528017 	227431 	281554 	778862 	720024 
STY,FOR,TOTAL,NR,NO	348719 	93533 	95383 	377696 	326885 
STY,FOR,TOTAL,NR,PL	909738 	436199 	384949 	1083894 	878553 
STY,FOR,TOTAL,NR,PT	1946666 	843914 	590852 	2105174 	1835290 
STY,FOR,TOTAL,NR,RO	248555 	136323 	66002 	277664 	200992 
STY,FOR,TOTAL,NR,SE	250368 	121622 	83205 	243239 	200996 
STY,FOR,TOTAL,NR,SI	245562 	118955 	74265 	279327 	229443 
STY,FOR,TOTAL,NR,SK	131552 	46768 	73045 	193790 	139297 
STY,TOTAL,M01,NR,AT	56905 	7556 	108680 	89435 	72786 
STY,TOTAL,M01,NR,BE	44608 	31083 	47927 	40228 	31992 
STY,TOTAL,M01,NR,BG	10462 	7052 	15129 	12192 	10226 
STY,TOTAL,M01,NR,CH	42486 	29603 	47174 	41493 	34793 
STY,TOTAL,M01,NR,CY	7378 	1765 	10233 	8692 	5890 
STY,TOTAL,M01,NR,CZ	25201 	8084 	63192 	56789 	48200 
STY,TOTAL,M01,NR,DE	150301 	43399 	205563 	191376 	151248 
STY,TOTAL,M01,NR,DK	10275 	6479 	17548 	19647 	16990 
STY,TOTAL,M01,NR,EE	9004 	6377 	15183 	11555 	9516 
STY,TOTAL,M01,NR,EL	43239 	17334 	57624 	41810 	28275 
STY,TOTAL,M01,NR,ES	330895 	104082 	421722 	386779 	327721 
STY,TOTAL,M01,NR,EU27_2020	1803653 	804478 	2338863 	2030548 	1665787 
STY,TOTAL,M01,NR,FI	21528 	13345 	32395 	25369 	19717 
STY,TOTAL,M01,NR,FR	524310 	364922 	495721 	433299 	356817 
STY,TOTAL,M01,NR,HR	18518 	8570 	19915 	16629 	15591 
STY,TOTAL,M01,NR,HU	31853 	5876 	59753 	48813 	40355 
STY,TOTAL,M01,NR,IE	13417 	4013 	26320 	30626 	24288 
STY,TOTAL,M01,NR,IS	6451 	964 	13445 	16552 	18155 
STY,TOTAL,M01,NR,IT	173958 	40243 	288497 	250234 	214475 
STY,TOTAL,M01,NR,LI	74 	46 	155 	128 	115 
STY,TOTAL,M01,NR,LT	10952 	3511 	15481 	11510 	9333 
STY,TOTAL,M01,NR,LU	1506 	1003 	2652 	2170 	1472 
STY,TOTAL,M01,NR,LV	6231 	4068 	9783 	7363 	5329 
STY,TOTAL,M01,NR,MT	3455 	1510 	7321 	6849 	5641 
STY,TOTAL,M01,NR,NL	25307 	20407 	45970 	47575 	41506 
STY,TOTAL,M01,NR,NO	14140 	6915 	24232 	21757 	18081 
STY,TOTAL,M01,NR,PL	152222 	45663 	183879 	135598 	105286 
STY,TOTAL,M01,NR,PT	66019 	20753 	102128 	91378 	74079 
STY,TOTAL,M01,NR,RO	33570 	24281 	37740 	25853 	17725 
STY,TOTAL,M01,NR,SE	13991 	9945 	15802 	13936 	11082 
STY,TOTAL,M01,NR,SI	6347 	410 	10398 	8375 	7812 
STY,TOTAL,M01,NR,SK	12201 	2747 	22307 	16468 	12435 
STY,TOTAL,M02,NR,AT	79252 	7861 	121254 	99313 	78065 
STY,TOTAL,M02,NR,BE	46795 	42839 	57725 	43913 	35434 
STY,TOTAL,M02,NR,BG	12485 	7811 	16275 	12035 	10422 
STY,TOTAL,M02,NR,CH	50606 	40084 	55626 	43031 	36441 
STY,TOTAL,M02,NR,CY	8923 	1849 	12173 	8993 	6616 
STY,TOTAL,M02,NR,CZ	35413 	7368 	69701 	57652 	48460 
STY,TOTAL,M02,NR,DE	171053 	46347 	248466 	201280 	164755 
STY,TOTAL,M02,NR,DK	14804 	10803 	19735 	17427 	15636 
STY,TOTAL,M02,NR,EE	9222 	6561 	13996 	9526 	7939 
STY,TOTAL,M02,NR,EL	46494 	17121 	61833 	41835 	30298 
STY,TOTAL,M02,NR,ES	414369 	98507 	504103 	416915 	356105 
STY,TOTAL,M02,NR,EU27_2020	2293125 	1082114 	2725349 	2146031 	1763654 
STY,TOTAL,M02,NR,FI	26428 	16660 	34088 	25854 	21124 
STY,TOTAL,M02,NR,FR	710354 	535585 	627124 	468062 	375681 
STY,TOTAL,M02,NR,HR	21548 	10296 	21351 	17541 	13273 
STY,TOTAL,M02,NR,HU	37497 	6240 	62088 	47490 	39432 
STY,TOTAL,M02,NR,IE	18951 	3874 	31509 	32553 	28124 
STY,TOTAL,M02,NR,IS	10328 	1466 	16311 	21719 	23843 
STY,TOTAL,M02,NR,IT	230259 	65925 	315030 	261536 	223787 
STY,TOTAL,M02,NR,LI	119 	58 	174 	121 	103 
STY,TOTAL,M02,NR,LT	11403 	4484 	14715 	10213 	8180 
STY,TOTAL,M02,NR,LU	1541 	1001 	2785 	2162 	1445 
STY,TOTAL,M02,NR,LV	6520 	4767 	9232 	5515 	4135 
STY,TOTAL,M02,NR,MT	4905 	1475 	9272 	6437 	5929 
STY,TOTAL,M02,NR,NL	34526 	33280 	57634 	48957 	44807 
STY,TOTAL,M02,NR,NO	21763 	9583 	30326 	25115 	20850 
STY,TOTAL,M02,NR,PL	173478 	92612 	201331 	147840 	111053 
STY,TOTAL,M02,NR,PT	99943 	14622 	121022 	93292 	80408 
STY,TOTAL,M02,NR,RO	35204 	28432 	38107 	26488 	19449 
STY,TOTAL,M02,NR,SE	18469 	11618 	19857 	15682 	12082 
STY,TOTAL,M02,NR,SI	7236 	651 	10182 	8469 	7154 
STY,TOTAL,M02,NR,SK	16053 	3525 	24761 	19051 	13861 
STY,TOTAL,M03,NR,AT	75905 	8587 	43389 	94197 	84927 
STY,TOTAL,M03,NR,BE	50082 	35041 	26203 	54571 	46099 
STY,TOTAL,M03,NR,BG	13559 	7295 	6876 	13700 	11487 
STY,TOTAL,M03,NR,CH	43911 	33440 	24382 	47915 	43956 
STY,TOTAL,M03,NR,CY	12325 	2670 	6324 	13204 	10238 
STY,TOTAL,M03,NR,CZ	35871 	4590 	25490 	61594 	61240 
STY,TOTAL,M03,NR,DE	200647 	63740 	126536 	250755 	221843 
STY,TOTAL,M03,NR,DK	18598 	12624 	10673 	23499 	25135 
STY,TOTAL,M03,NR,EE	10177 	5678 	7759 	11108 	9877 
STY,TOTAL,M03,NR,EL	68846 	19176 	28657 	62996 	48906 
STY,TOTAL,M03,NR,ES	449166 	169219 	197694 	509751 	487432 
STY,TOTAL,M03,NR,EU27_2020	2458461 	1068195 	1116835 	2615520 	2372774 
STY,TOTAL,M03,NR,FI	28967 	17694 	20130 	26758 	22969 
STY,TOTAL,M03,NR,FR	658317 	471119 	278939 	536332 	490934 
STY,TOTAL,M03,NR,HR	29148 	13033 	9307 	27068 	25698 
STY,TOTAL,M03,NR,HU	44373 	5878 	26552 	57635 	51853 
STY,TOTAL,M03,NR,IE	29603 	4919 	22942 	55327 	47685 
STY,TOTAL,M03,NR,IS	14348 	1953 	10460 	25263 	28783 
STY,TOTAL,M03,NR,IT	291577 	42756 	46979 	353356 	326573 
STY,TOTAL,M03,NR,LI	104 	49 	57 	141 	139 
STY,TOTAL,M03,NR,LT	12633 	5665 	8336 	12864 	10540 
STY,TOTAL,M03,NR,LU	1838 	1018 	1402 	2805 	2062 
STY,TOTAL,M03,NR,LV	7469 	5549 	5759 	7141 	5482 
STY,TOTAL,M03,NR,MT	6769 	1320 	4027 	9385 	9594 
STY,TOTAL,M03,NR,NL	48160 	32496 	29460 	65647 	65564 
STY,TOTAL,M03,NR,NO	24407 	11091 	13678 	27905 	25879 
STY,TOTAL,M03,NR,PL	157571 	78666 	83588 	159986 	122925 
STY,TOTAL,M03,NR,PT	126870 	21110 	61026 	133686 	124201 
STY,TOTAL,M03,NR,RO	39760 	22709 	15816 	31063 	22095 
STY,TOTAL,M03,NR,SE	18110 	12103 	11290 	15789 	14427 
STY,TOTAL,M03,NR,SI	7843 	771 	3122 	9196 	9481 
STY,TOTAL,M03,NR,SK	14277 	2769 	8559 	16107 	13507 
STY,TOTAL,M04,NR,AT	69270 	7700 	3844 	92753 	61661 
STY,TOTAL,M04,NR,BE	77179 	54233 	3423 	74627 	56267 
STY,TOTAL,M04,NR,BG	15682 	8051 	1316 	15661 	14342 
STY,TOTAL,M04,NR,CH	48097 	41701 	7492 	47466 	36537 
STY,TOTAL,M04,NR,CY	16828 	4569 	639 	16558 	12859 
STY,TOTAL,M04,NR,CZ	48807 	7163 	3472 	86919 	69568 
STY,TOTAL,M04,NR,DE	311330 	62572 	33146 	330524 	239589 
STY,TOTAL,M04,NR,DK	32441 	13936 	5878 	35581 	27306 
STY,TOTAL,M04,NR,EE	12674 	6862 	3338 	14101 	10866 
STY,TOTAL,M04,NR,EL	133195 	22169 	4856 	121508 	88159 
STY,TOTAL,M04,NR,ES	672063 	192590 	14141 	664752 	539235 
STY,TOTAL,M04,NR,EU27_2020	3708061 	999010 	180700 	3733061 	2824333 
STY,TOTAL,M04,NR,FI	26978 	16560 	5343 	23305 	18033 
STY,TOTAL,M04,NR,FR	966278 	301275 	40867 	745475 	542511 
STY,TOTAL,M04,NR,HR	77459 	19157 	1554 	88400 	65174 
STY,TOTAL,M04,NR,HU	53830 	6616 	3396 	83520 	63933 
STY,TOTAL,M04,NR,IE	45350 	8452 	2953 	68028 	53104 
STY,TOTAL,M04,NR,IS	14898 	2203 	850 	18074 	20542 
STY,TOTAL,M04,NR,IT	544745 	51041 	7223 	622301 	473164 
STY,TOTAL,M04,NR,LI	127 	60 	13 	176 	151 
STY,TOTAL,M04,NR,LT	15525 	8950 	2214 	15979 	12798 
STY,TOTAL,M04,NR,LU	2599 	1343 	267 	3385 	2360 
STY,TOTAL,M04,NR,LV	10082 	6485 	2587 	10468 	7031 
STY,TOTAL,M04,NR,MT	12355 	1357 	576 	16300 	13779 
STY,TOTAL,M04,NR,NL	85127 	53349 	10846 	110143 	87315 
STY,TOTAL,M04,NR,NO	27960 	8872 	3299 	27193 	22127 
STY,TOTAL,M04,NR,PL	183655 	63610 	13574 	187492 	144303 
STY,TOTAL,M04,NR,PT	194606 	36369 	5801 	204508 	152826 
STY,TOTAL,M04,NR,RO	45528 	24478 	2327 	41602 	27761 
STY,TOTAL,M04,NR,SE	24318 	14499 	5548 	19491 	14018 
STY,TOTAL,M04,NR,SI	15183 	1065 	209 	20492 	14403 
STY,TOTAL,M04,NR,SK	14974 	4559 	1362 	19188 	11968 
STY,TOTAL,M05,NR,AT	71187 	21930 	9225 	91167 	75199 
STY,TOTAL,M05,NR,BE	72884 	52233 	6070 	72791 	60074 
STY,TOTAL,M05,NR,BG	17333 	13566 	3598 	18227 	15804 
STY,TOTAL,M05,NR,CH	52324 	41920 	21453 	56264 	46617 
STY,TOTAL,M05,NR,CY	18459 	7285 	1441 	18267 	16754 
STY,TOTAL,M05,NR,CZ	53755 	13965 	8445 	94420 	86652 
STY,TOTAL,M05,NR,DE	350679 	141403 	135281 	367925 	313840 
STY,TOTAL,M05,NR,DK	36086 	16211 	10823 	47619 	48512 
STY,TOTAL,M05,NR,EE	13063 	8314 	5664 	19393 	14607 
STY,TOTAL,M05,NR,EL	176687 	56446 	14189 	159028 	136810 
STY,TOTAL,M05,NR,ES	641715 	302806 	31895 	680638 	578675 
STY,TOTAL,M05,NR,EU27_2020	3966888 	1979279 	594692 	4032061 	3510646 
STY,TOTAL,M05,NR,FI	27726 	16697 	9082 	28555 	21331 
STY,TOTAL,M05,NR,FR	1032349 	740560 	177512 	772214 	699178 
STY,TOTAL,M05,NR,HR	118103 	36762 	8011 	130123 	126951 
STY,TOTAL,M05,NR,HU	53728 	12109 	7610 	86684 	74884 
STY,TOTAL,M05,NR,IE	47235 	18078 	4253 	85306 	81686 
STY,TOTAL,M05,NR,IS	19902 	5311 	1351 	22346 	30201 
STY,TOTAL,M05,NR,IT	597778 	163903 	22255 	632343 	556445 
STY,TOTAL,M05,NR,LI	176 	68 	27 	205 	190 
STY,TOTAL,M05,NR,LT	17408 	14133 	7055 	22085 	17863 
STY,TOTAL,M05,NR,LU	3042 	1808 	575 	3713 	2978 
STY,TOTAL,M05,NR,LV	11007 	7718 	4509 	15631 	10428 
STY,TOTAL,M05,NR,MT	13632 	3243 	821 	18772 	16774 
STY,TOTAL,M05,NR,NL	79493 	69138 	29587 	98662 	96747 
STY,TOTAL,M05,NR,NO	35350 	12190 	8324 	38906 	34363 
STY,TOTAL,M05,NR,PL	198360 	129384 	61305 	222846 	173804 
STY,TOTAL,M05,NR,PT	204380 	70703 	14789 	224577 	194817 
STY,TOTAL,M05,NR,RO	47888 	33682 	6906 	45862 	32303 
STY,TOTAL,M05,NR,SE	29043 	15623 	8659 	28578 	22634 
STY,TOTAL,M05,NR,SI	18464 	3485 	1241 	22739 	20425 
STY,TOTAL,M05,NR,SK	15404 	8094 	3891 	23896 	14471 
STY,TOTAL,M06,NR,AT	97459 	45131 	36212 	118023 	82182 
STY,TOTAL,M06,NR,BE	75475 	46357 	25291 	74364 	56079 
STY,TOTAL,M06,NR,BG	24794 	18040 	9304 	29352 	25467 
STY,TOTAL,M06,NR,CH	63359 	36996 	29389 	71590 	57420 
STY,TOTAL,M06,NR,CY	21111 	14484 	5222 	22804 	19225 
STY,TOTAL,M06,NR,CZ	61689 	28881 	27760 	96852 	81468 
STY,TOTAL,M06,NR,DE	398677 	249805 	281794 	401590 	305023 
STY,TOTAL,M06,NR,DK	48677 	20743 	17433 	54758 	49257 
STY,TOTAL,M06,NR,EE	19451 	14014 	11863 	26126 	21531 
STY,TOTAL,M06,NR,EL	306773 	142636 	37210 	265848 	213229 
