indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
NGT_SP,FOR,M04,NR,DE	799995 	221808 	139593 	1082012 	880997 
NGT_SP,FOR,M04,NR,DK	245598 	26613 	26947 	276937 	203329 
NGT_SP,FOR,M04,NR,EE	43454 	9549 	5446 	67548 	52735 
NGT_SP,FOR,M04,NR,EL	1130500 	67572 	45868 	1060096 	749612 
NGT_SP,FOR,M04,NR,ES	5321246 	1029474 	237969 	5537552 	4667663 
NGT_SP,FOR,M04,NR,EU27_2020	22741420 	2777357 	1212309 	25035509 	19002426 
NGT_SP,FOR,M04,NR,FI	74510 	19402 	13120 	97347 	88404 
NGT_SP,FOR,M04,NR,FR	3259980 	314108 	168715 	3089197 	2155422 
NGT_SP,FOR,M04,NR,HR	661681 	96399 	15957 	707549 	495497 
NGT_SP,FOR,M04,NR,HU	413738 	33347 	21990 	685341 	509191 
NGT_SP,FOR,M04,NR,IE	290271 	22909 	25347 	474673 	364804 
NGT_SP,FOR,M04,NR,IS	90617 	10029 	4870 	121546 	141352 
NGT_SP,FOR,M04,NR,IT	4172782 	149612 	98578 	4631360 	3521028 
NGT_SP,FOR,M04,NR,LI	860 	584 	148 	1217 	906 
NGT_SP,FOR,M04,NR,LT	48967 	12946 	5542 	69051 	59473 
NGT_SP,FOR,M04,NR,LU	22488 	12778 	3944 	22095 	15710 
NGT_SP,FOR,M04,NR,LV	46019 	8864 	6265 	66274 	46920 
NGT_SP,FOR,M04,NR,MT	187053 	22922 	14371 	251822 	196681 
NGT_SP,FOR,M04,NR,NL	624134 	77797 	65998 	871080 	650616 
NGT_SP,FOR,M04,NR,NO	153664 	15979 	11758 	149041 	118857 
NGT_SP,FOR,M04,NR,PL	703212 	80934 	33720 	714501 	473397 
NGT_SP,FOR,M04,NR,PT	2226395 	232432 	100146 	2270238 	1707334 
NGT_SP,FOR,M04,NR,RO	167816 	30692 	10871 	163999 	106380 
NGT_SP,FOR,M04,NR,SE	176807 	60447 	32790 	143177 	102220 
NGT_SP,FOR,M04,NR,SI	109049 	4370 	2574 	153722 	97703 
NGT_SP,FOR,M04,NR,SK	69517 	7503 	2805 	93983 	62041 
NGT_SP,FOR,M05,NR,AT	607813 	150290 	47445 	724535 	658186 
NGT_SP,FOR,M05,NR,BE	492802 	155454 	40662 	463560 	402381 
NGT_SP,FOR,M05,NR,BG	114675 	39864 	8591 	93182 	99963 
NGT_SP,FOR,M05,NR,CH	315778 	128542 	40414 	335386 	285377 
NGT_SP,FOR,M05,NR,CY	295117 	99559 	16690 	339816 	302098 
NGT_SP,FOR,M05,NR,CZ	333447 	32441 	24081 	686457 	690800 
NGT_SP,FOR,M05,NR,DE	904867 	253925 	165027 	1103328 	931684 
NGT_SP,FOR,M05,NR,DK	247096 	36752 	32727 	314462 	365958 
NGT_SP,FOR,M05,NR,EE	48844 	12685 	6924 	101165 	74998 
NGT_SP,FOR,M05,NR,EL	1639001 	340492 	56920 	1412598 	1286176 
NGT_SP,FOR,M05,NR,ES	5537547 	1661596 	198299 	5551218 	5390542 
NGT_SP,FOR,M05,NR,EU27_2020	24092087 	5388993 	1281831 	25623322 	24580342 
NGT_SP,FOR,M05,NR,FI	86799 	25830 	12535 	122239 	88290 
NGT_SP,FOR,M05,NR,FR	3057233 	516528 	167502 	2821208 	2895952 
NGT_SP,FOR,M05,NR,HR	1074891 	285170 	40717 	1068787 	1153766 
NGT_SP,FOR,M05,NR,HU	390735 	45870 	20873 	661166 	570780 
NGT_SP,FOR,M05,NR,IE	302127 	35670 	23534 	540473 	520487 
NGT_SP,FOR,M05,NR,IS	108546 	24827 	4427 	133143 	188072 
NGT_SP,FOR,M05,NR,IT	4640686 	677634 	95158 	4798309 	4781861 
NGT_SP,FOR,M05,NR,LI	1110 	702 	223 	1366 	1076 
NGT_SP,FOR,M05,NR,LT	53480 	17730 	6479 	100346 	80586 
NGT_SP,FOR,M05,NR,LU	24595 	15471 	5294 	21844 	18038 
NGT_SP,FOR,M05,NR,LV	50755 	12864 	9013 	100619 	70533 
NGT_SP,FOR,M05,NR,MT	205814 	47081 	11284 	271004 	247587 
NGT_SP,FOR,M05,NR,NL	495350 	107443 	97485 	679906 	721361 
NGT_SP,FOR,M05,NR,NO	175734 	15011 	18550 	183116 	165544 
NGT_SP,FOR,M05,NR,PL	658412 	137611 	41240 	700579 	581002 
NGT_SP,FOR,M05,NR,PT	2274554 	537472 	89207 	2322632 	2151541 
NGT_SP,FOR,M05,NR,RO	168633 	44733 	9940 	158132 	123259 
NGT_SP,FOR,M05,NR,SE	196440 	69787 	46444 	181548 	156693 
NGT_SP,FOR,M05,NR,SI	126433 	17911 	4008 	149587 	143022 
NGT_SP,FOR,M05,NR,SK	63941 	11130 	3752 	134622 	72798 
NGT_SP,FOR,M06,NR,AT	920454 	356483 	254496 	1133138 	783829 
NGT_SP,FOR,M06,NR,BE	513597 	175257 	118453 	497727 	351355 
NGT_SP,FOR,M06,NR,BG	200883 	91066 	25555 	258738 	263427 
NGT_SP,FOR,M06,NR,CH	429905 	146336 	82191 	510698 	394964 
NGT_SP,FOR,M06,NR,CY	351541 	214297 	26338 	472787 	417969 
NGT_SP,FOR,M06,NR,CZ	381799 	65871 	65181 	730167 	593524 
NGT_SP,FOR,M06,NR,DE	1012124 	338158 	289303 	1233470 	1088583 
NGT_SP,FOR,M06,NR,DK	359826 	85898 	80881 	408124 	354144 
NGT_SP,FOR,M06,NR,EE	77997 	23688 	28055 	137529 	119885 
NGT_SP,FOR,M06,NR,EL	3363756 	1280873 	171662 	2904842 	2475341 
NGT_SP,FOR,M06,NR,ES	6392703 	2116384 	291159 	7165126 	6396902 
NGT_SP,FOR,M06,NR,EU27_2020	35179618 	10993041 	4008783 	38224558 	31596970 
NGT_SP,FOR,M06,NR,FI	98153 	27546 	20483 	140990 	121516 
NGT_SP,FOR,M06,NR,FR	4758953 	1059340 	595724 	5047816 	4058600 
NGT_SP,FOR,M06,NR,HR	3820446 	1444972 	715853 	3597889 	3026733 
NGT_SP,FOR,M06,NR,HU	484316 	110391 	58970 	748183 	589179 
NGT_SP,FOR,M06,NR,IE	403384 	72579 	34911 	621994 	553193 
NGT_SP,FOR,M06,NR,IS	189716 	70036 	10889 	232242 	295062 
NGT_SP,FOR,M06,NR,IT	6643389 	1678662 	382447 	7016200 	5445300 
NGT_SP,FOR,M06,NR,LI	1715 	780 	632 	1464 	999 
NGT_SP,FOR,M06,NR,LT	76511 	27694 	28085 	112049 	99566 
NGT_SP,FOR,M06,NR,LU	26518 	15396 	9768 	25447 	18082 
NGT_SP,FOR,M06,NR,LV	85357 	18402 	40325 	127277 	102386 
NGT_SP,FOR,M06,NR,MT	254493 	91557 	7621 	343239 	291531 
NGT_SP,FOR,M06,NR,NL	620167 	180470 	300971 	826432 	675197 
NGT_SP,FOR,M06,NR,NO	308202 	18758 	29247 	319958 	258257 
NGT_SP,FOR,M06,NR,PL	773495 	269864 	140131 	898526 	679827 
NGT_SP,FOR,M06,NR,PT	2716293 	973293 	179011 	2883727 	2452509 
NGT_SP,FOR,M06,NR,RO	192281 	82883 	19855 	192771 	131637 
NGT_SP,FOR,M06,NR,SE	309644 	104033 	58153 	291943 	216914 
NGT_SP,FOR,M06,NR,SI	242655 	64174 	45766 	268932 	202191 
NGT_SP,FOR,M06,NR,SK	98883 	23810 	19626 	139495 	87650 
NGT_SP,FOR,M07,NR,AT	1983795 	1177055 	1097153 	1821733 	1637488 
NGT_SP,FOR,M07,NR,BE	766973 	358187 	422934 	655332 	501622 
NGT_SP,FOR,M07,NR,BG	380522 	282977 	120052 	532970 	526920 
NGT_SP,FOR,M07,NR,CH	684387 	337619 	265789 	682241 	577347 
NGT_SP,FOR,M07,NR,CY	516165 	405149 	119165 	584350 	528872 
NGT_SP,FOR,M07,NR,CZ	522473 	196629 	222935 	926204 	856098 
NGT_SP,FOR,M07,NR,DE	1658808 	768714 	850129 	1783293 	1599170 
NGT_SP,FOR,M07,NR,DK	799475 	292948 	344979 	776488 	649277 
NGT_SP,FOR,M07,NR,EE	155732 	68955 	97475 	245561 	221023 
NGT_SP,FOR,M07,NR,EL	6003964 	3718238 	1375219 	4714432 	4080576 
NGT_SP,FOR,M07,NR,ES	9826246 	5145949 	2832073 	10363278 	9850912 
NGT_SP,FOR,M07,NR,EU27_2020	61753615 	33576508 	21274642 	59866711 	54342280 
NGT_SP,FOR,M07,NR,FI	175420 	66639 	48714 	213893 	177966 
NGT_SP,FOR,M07,NR,FR	9353380 	4633737 	4112844 	8113257 	7434565 
NGT_SP,FOR,M07,NR,HR	8364724 	6042278 	3527929 	7325176 	6951915 
NGT_SP,FOR,M07,NR,HU	820547 	280048 	277780 	1099259 	1011989 
NGT_SP,FOR,M07,NR,IE	596966 	207552 	142128 	825792 	763909 
NGT_SP,FOR,M07,NR,IS	272302 	146818 	76278 	315818 	370317 
NGT_SP,FOR,M07,NR,IT	10601113 	5708778 	2454471 	10050829 	9017277 
NGT_SP,FOR,M07,NR,LI	2419 	1735 	2051 	2114 	1864 
NGT_SP,FOR,M07,NR,LT	131180 	69592 	91319 	210651 	182463 
NGT_SP,FOR,M07,NR,LU	31398 	21817 	20373 	29429 	21536 
NGT_SP,FOR,M07,NR,LV	159263 	73907 	127379 	243150 	190484 
NGT_SP,FOR,M07,NR,MT	386798 	173802 	87278 	468664 	405678 
NGT_SP,FOR,M07,NR,NL	919323 	475158 	684765 	1051974 	937948 
NGT_SP,FOR,M07,NR,NO	597023 	101126 	176426 	546827 	436106 
NGT_SP,FOR,M07,NR,PL	1520123 	807641 	699697 	1649282 	1318728 
NGT_SP,FOR,M07,NR,PT	4302927 	1776257 	1050079 	4431177 	4113465 
NGT_SP,FOR,M07,NR,RO	308810 	187462 	51932 	340696 	244756 
NGT_SP,FOR,M07,NR,SE	700837 	290573 	122527 	633495 	479249 
NGT_SP,FOR,M07,NR,SI	543158 	265689 	172275 	529360 	443370 
NGT_SP,FOR,M07,NR,SK	223495 	80777 	121038 	246986 	195024 
NGT_SP,FOR,M08,NR,AT	1997726 	1503183 	1245319 	1841310 	1606227 
NGT_SP,FOR,M08,NR,BE	822277 	486814 	369049 	665124 	538853 
NGT_SP,FOR,M08,NR,BG	415240 	394904 	191360 	575452 	527946 
NGT_SP,FOR,M08,NR,CH	761746 	542737 	414015 	734816 	616881 
NGT_SP,FOR,M08,NR,CY	508450 	413761 	184075 	595627 	538792 
NGT_SP,FOR,M08,NR,CZ	561812 	272184 	292459 	950025 	857236 
NGT_SP,FOR,M08,NR,DE	1516959 	764477 	831351 	1729351 	1577118 
NGT_SP,FOR,M08,NR,DK	728494 	474001 	422119 	686387 	647029 
NGT_SP,FOR,M08,NR,EE	116034 	76288 	75546 	195776 	170475 
NGT_SP,FOR,M08,NR,EL	6051956 	4336101 	2223433 	5108605 	4323721 
NGT_SP,FOR,M08,NR,ES	9953759 	5962889 	3219400 	11080136 	10310075 
NGT_SP,FOR,M08,NR,EU27_2020	59550073 	38803991 	25615971 	60593825 	53775918 
NGT_SP,FOR,M08,NR,FI	181647 	99790 	62229 	251338 	207985 
NGT_SP,FOR,M08,NR,FR	8282365 	4058781 	3738318 	7356765 	6599228 
NGT_SP,FOR,M08,NR,HR	8325368 	7391182 	4273865 	8084006 	7156632 
NGT_SP,FOR,M08,NR,HU	888420 	477360 	376822 	1262015 	1086889 
NGT_SP,FOR,M08,NR,IE	641984 	284847 	182246 	898024 	852970 
NGT_SP,FOR,M08,NR,IS	281233 	171367 	76966 	325139 	396268 
NGT_SP,FOR,M08,NR,IT	9257940 	6241049 	3742290 	9058779 	7947638 
NGT_SP,FOR,M08,NR,LI	2345 	2120 	2143 	2359 	2010 
NGT_SP,FOR,M08,NR,LT	122094 	83680 	72889 	206186 	174693 
NGT_SP,FOR,M08,NR,LU	29905 	23561 	18785 	27189 	20540 
NGT_SP,FOR,M08,NR,LV	149549 	87215 	117893 	238957 	184558 
NGT_SP,FOR,M08,NR,MT	422485 	230499 	165822 	521661 	435349 
NGT_SP,FOR,M08,NR,NL	923959 	472644 	678832 	1070947 	974549 
NGT_SP,FOR,M08,NR,NO	577706 	191961 	159378 	533000 	453983 
NGT_SP,FOR,M08,NR,PL	1427790 	923690 	681987 	1413634 	1133287 
NGT_SP,FOR,M08,NR,PT	4408751 	2638421 	1881296 	4968765 	4484916 
NGT_SP,FOR,M08,NR,RO	372956 	248873 	63010 	407298 	311394 
NGT_SP,FOR,M08,NR,SE	631332 	385002 	154572 	527405 	411590 
NGT_SP,FOR,M08,NR,SI	586648 	375134 	214561 	596575 	488185 
NGT_SP,FOR,M08,NR,SK	224173 	97661 	136443 	276488 	208043 
NGT_SP,FOR,M09,NR,AT	953541 	711715 	527393 	840203 	781686 
NGT_SP,FOR,M09,NR,BE	507148 	322122 	188668 	443761 	357949 
NGT_SP,FOR,M09,NR,BG	159621 	117522 	91578 	171685 	184316 
NGT_SP,FOR,M09,NR,CH	414248 	298436 	193342 	399738 	344018 
NGT_SP,FOR,M09,NR,CY	404154 	373648 	123242 	528022 	495607 
NGT_SP,FOR,M09,NR,CZ	385422 	199335 	138150 	631286 	606746 
NGT_SP,FOR,M09,NR,DE	1123382 	652994 	526875 	1283564 	1215385 
NGT_SP,FOR,M09,NR,DK	262391 	190587 	160316 	263802 	285272 
NGT_SP,FOR,M09,NR,EE	53234 	37567 	21372 	81521 	66917 
NGT_SP,FOR,M09,NR,EL	3531690 	2418656 	1178469 	2974400 	2613595 
NGT_SP,FOR,M09,NR,ES	6406020 	3940335 	926851 	6935186 	6471010 
NGT_SP,FOR,M09,NR,EU27_2020	34653064 	22031534 	10597041 	34108777 	31221243 
NGT_SP,FOR,M09,NR,FI	101644 	59325 	29910 	126760 	100808 
NGT_SP,FOR,M09,NR,FR	4501825 	2570269 	1292103 	3991831 	3681506 
NGT_SP,FOR,M09,NR,HR	3005440 	2394526 	614430 	2460187 	2357673 
NGT_SP,FOR,M09,NR,HU	488964 	314788 	65516 	710568 	620515 
NGT_SP,FOR,M09,NR,IE	366667 	177526 	103064 	499380 	509517 
NGT_SP,FOR,M09,NR,IS	171073 	119630 	15613 	193303 	265310 
NGT_SP,FOR,M09,NR,IT	7052176 	4284555 	2505295 	6515484 	5729370 
NGT_SP,FOR,M09,NR,LI	1477 	1211 	1668 	1679 	1162 
NGT_SP,FOR,M09,NR,LT	61080 	42138 	19864 	87230 	71809 
NGT_SP,FOR,M09,NR,LU	26851 	19516 	15790 	23331 	18733 
NGT_SP,FOR,M09,NR,LV	63147 	38081 	25121 	81787 	66403 
NGT_SP,FOR,M09,NR,MT	265773 	171170 	67954 	353638 	304830 
NGT_SP,FOR,M09,NR,NL	561402 	375749 	361018 	671675 	629213 
NGT_SP,FOR,M09,NR,NO	221520 	113207 	47485 	206368 	180768 
NGT_SP,FOR,M09,NR,PL	781903 	468119 	367536 	758334 	684360 
NGT_SP,FOR,M09,NR,PT	2805129 	1611836 	975742 	2930624 	2720461 
NGT_SP,FOR,M09,NR,RO	202225 	150460 	41849 	194013 	157767 
NGT_SP,FOR,M09,NR,SE	230654 	154323 	100138 	184083 	163736 
NGT_SP,FOR,M09,NR,SI	245791 	171302 	74280 	248660 	223456 
NGT_SP,FOR,M09,NR,SK	105790 	63370 	54517 	117762 	102603 
NGT_SP,FOR,M10,NR,AT	807541 	587549 	228053 	797802 	642166 
NGT_SP,FOR,M10,NR,BE	586882 	426118 	135515 	514812 	404898 
NGT_SP,FOR,M10,NR,BG	109721 	65962 	49632 	96536 	83736 
NGT_SP,FOR,M10,NR,CH	335577 	236991 	124757 	320840 	250078 
NGT_SP,FOR,M10,NR,CY	414394 	404275 	120068 	454609 	402205 
NGT_SP,FOR,M10,NR,CZ	411754 	228685 	51528 	711922 	616494 
NGT_SP,FOR,M10,NR,DE	1106981 	743373 	397656 	1231474 	1077329 
NGT_SP,FOR,M10,NR,DK	248107 	223905 	121828 	242845 	219156 
NGT_SP,FOR,M10,NR,EE	52842 	38430 	12577 	77260 	64098 
NGT_SP,FOR,M10,NR,EL	1580806 	1370674 	700496 	1316130 	1067245 
NGT_SP,FOR,M10,NR,ES	6040613 	4491699 	866885 	6169264 	5667753 
NGT_SP,FOR,M10,NR,EU27_2020	26471507 	18435066 	6247985 	26136032 	22666142 
NGT_SP,FOR,M10,NR,FI	92522 	63565 	27691 	116363 	97125 
NGT_SP,FOR,M10,NR,FR	3347250 	2129400 	631544 	2786972 	2478480 
NGT_SP,FOR,M10,NR,HR	776022 	540952 	128269 	694698 	580094 
NGT_SP,FOR,M10,NR,HU	473549 	306495 	42382 	648213 	528178 
NGT_SP,FOR,M10,NR,IE	279579 	174951 	52376 	386999 	400399 
NGT_SP,FOR,M10,NR,IS	141799 	102634 	8062 	155828 	212458 
NGT_SP,FOR,M10,NR,IT	5247680 	3295818 	1274871 	5044723 	4144048 
NGT_SP,FOR,M10,NR,LI	1416 	1016 	963 	1341 	1002 
NGT_SP,FOR,M10,NR,LT	51012 	37702 	15998 	67499 	56019 
NGT_SP,FOR,M10,NR,LU	27592 	21085 	14615 	24278 	18358 
NGT_SP,FOR,M10,NR,LV	57480 	33375 	17150 	68817 	52144 
NGT_SP,FOR,M10,NR,MT	235495 	168930 	60258 	326840 	280324 
NGT_SP,FOR,M10,NR,NL	600480 	456991 	145069 	687905 	608810 
NGT_SP,FOR,M10,NR,NO	171947 	107048 	39047 	155439 	127933 
NGT_SP,FOR,M10,NR,PL	879690 	543365 	287990 	805031 	631103 
NGT_SP,FOR,M10,NR,PT	2422486 	1700711 	677439 	2285217 	2107094 
NGT_SP,FOR,M10,NR,RO	200137 	110064 	34218 	184826 	126939 
NGT_SP,FOR,M10,NR,SE	203007 	156538 	122580 	159578 	136467 
NGT_SP,FOR,M10,NR,SI	124630 	69681 	15763 	124697 	101060 
NGT_SP,FOR,M10,NR,SK	93255 	44773 	15534 	110722 	74420 
NGT_SP,FOR,M11,NR,AT	511296 	296061 	63493 	526952 	457189 
NGT_SP,FOR,M11,NR,BE	373849 	270255 	79338 	358270 	293465 
NGT_SP,FOR,M11,NR,BG	78919 	39827 	24914 	62038 	50997 
NGT_SP,FOR,M11,NR,CH	209663 	171736 	81418 	195295 	165019 
NGT_SP,FOR,M11,NR,CY	187337 	197739 	37633 	172826 	141427 
NGT_SP,FOR,M11,NR,CZ	263473 	172160 	24220 	438927 	390300 
NGT_SP,FOR,M11,NR,DE	790889 	592766 	264879 	884035 	749254 
NGT_SP,FOR,M11,NR,DK	134328 	120506 	32704 	138706 	150955 
NGT_SP,FOR,M11,NR,EE	37940 	31558 	12503 	66464 	50718 
NGT_SP,FOR,M11,NR,EL	403455 	360674 	114425 	366402 	300007 
NGT_SP,FOR,M11,NR,ES	3886591 	3203358 	646685 	3492072 	3208473 
NGT_SP,FOR,M11,NR,EU27_2020	14068990 	10540125 	2517125 	13264253 	11715427 
NGT_SP,FOR,M11,NR,FI	104940 	77573 	24848 	121034 	107579 
NGT_SP,FOR,M11,NR,FR	1719992 	1216852 	285115 	1481621 	1331860 
NGT_SP,FOR,M11,NR,HR	154437 	103245 	54096 	97970 	95632 
NGT_SP,FOR,M11,NR,HU	376938 	296135 	32328 	486964 	385976 
NGT_SP,FOR,M11,NR,IE	170882 	115075 	30335 	218034 	249502 
NGT_SP,FOR,M11,NR,IS	91538 	63990 	4492 	98172 	138428 
NGT_SP,FOR,M11,NR,IT	2048591 	1415505 	179775 	1752067 	1499204 
NGT_SP,FOR,M11,NR,LI	617 	735 	423 	788 	563 
NGT_SP,FOR,M11,NR,LT	40171 	30338 	11465 	59124 	46106 
NGT_SP,FOR,M11,NR,LU	21992 	16636 	10635 	21410 	17371 
NGT_SP,FOR,M11,NR,LV	37544 	21041 	13165 	53889 	42098 
NGT_SP,FOR,M11,NR,MT	128986 	99225 	25656 	134079 	113137 
NGT_SP,FOR,M11,NR,NL	307054 	245593 	75560 	388393 	358934 
NGT_SP,FOR,M11,NR,NO	125371 	83538 	31041 	107977 	95488 
NGT_SP,FOR,M11,NR,PL	552014 	339161 	78337 	497726 	417729 
NGT_SP,FOR,M11,NR,PT	1352713 	1060881 	294077 	1105035 	979082 
NGT_SP,FOR,M11,NR,RO	148156 	68599 	22923 	124947 	94756 
NGT_SP,FOR,M11,NR,SE	135323 	100618 	65553 	101653 	87185 
NGT_SP,FOR,M11,NR,SI	45466 	25744 	3590 	49023 	45761 
NGT_SP,FOR,M11,NR,SK	55714 	23000 	8873 	64592 	50730 
NGT_SP,FOR,M12,NR,AT	1407677 	552651 	55405 	1437982 	1282613 
NGT_SP,FOR,M12,NR,BE	496283 	305450 	76883 	472997 	380452 
NGT_SP,FOR,M12,NR,BG	94111 	57731 	25005 	94539 	81948 
NGT_SP,FOR,M12,NR,CH	400933 	281867 	156576 	383833 	334558 
NGT_SP,FOR,M12,NR,CY	156233 	137839 	23965 	137305 	111251 
NGT_SP,FOR,M12,NR,CZ	421850 	184189 	25109 	715694 	647359 
NGT_SP,FOR,M12,NR,DE	905488 	522861 	175067 	1040311 	949255 
NGT_SP,FOR,M12,NR,DK	181269 	122522 	32278 	201334 	202025 
NGT_SP,FOR,M12,NR,EE	55774 	39463 	13356 	90194 	75405 
NGT_SP,FOR,M12,NR,EL	322822 	259741 	53305 	323604 	243099 
NGT_SP,FOR,M12,NR,ES	4081133 	3184702 	867772 	4027271 	3682469 
NGT_SP,FOR,M12,NR,EU27_2020	17295472 	11178685 	2660733 	17523751 	15414021 
NGT_SP,FOR,M12,NR,FI	197051 	146263 	30407 	228415 	215377 
NGT_SP,FOR,M12,NR,FR	2860287 	1810806 	426459 	2460837 	2185315 
NGT_SP,FOR,M12,NR,HR	191106 	119511 	31634 	172692 	158098 
NGT_SP,FOR,M12,NR,HU	469630 	318752 	26693 	634314 	493349 
NGT_SP,FOR,M12,NR,IE	178951 	120181 	52540 	226053 	248119 
NGT_SP,FOR,M12,NR,IS	96738 	63442 	6774 	113478 	154494 
NGT_SP,FOR,M12,NR,IT	1970570 	1262891 	117846 	1959673 	1673544 
NGT_SP,FOR,M12,NR,LI	1104 	804 	764 	1362 	848 
NGT_SP,FOR,M12,NR,LT	47606 	34264 	11532 	70955 	60306 
NGT_SP,FOR,M12,NR,LU	22446 	17268 	9415 	22349 	17344 
NGT_SP,FOR,M12,NR,LV	48646 	29445 	11936 	72648 	54495 
NGT_SP,FOR,M12,NR,MT	106525 	76849 	25687 	132346 	103537 
NGT_SP,FOR,M12,NR,NL	349297 	159982 	65710 	446203 	422723 
NGT_SP,FOR,M12,NR,NO	203186 	120331 	25443 	178670 	147537 
NGT_SP,FOR,M12,NR,PL	833400 	457763 	93141 	756175 	644204 
NGT_SP,FOR,M12,NR,PT	1373378 	970956 	299734 	1283956 	1059608 
NGT_SP,FOR,M12,NR,RO	169059 	82924 	26714 	138981 	105474 
NGT_SP,FOR,M12,NR,SE	170692 	136007 	68183 	144247 	123000 
NGT_SP,FOR,M12,NR,SI	82758 	40859 	3117 	102463 	90761 
NGT_SP,FOR,M12,NR,SK	101430 	26815 	11840 	130213 	102891 
NGT_SP,FOR,TOTAL,NR,AT	13195666 	5545110 	7651996 	14329535 	12299371 
NGT_SP,FOR,TOTAL,NR,BE	5825444 	2818055 	2301410 	5363038 	4254742 
NGT_SP,FOR,TOTAL,NR,BG	1894397 	1201456 	815127 	2216908 	2137517 
NGT_SP,FOR,TOTAL,NR,CH	4808843 	2754618 	2330500 	4786898 	4031445 
NGT_SP,FOR,TOTAL,NR,CY	3437197 	2329092 	982138 	3923885 	3417817 
NGT_SP,FOR,TOTAL,NR,CZ	4170882 	1427001 	2063242 	7793925 	7036261 
NGT_SP,FOR,TOTAL,NR,DE	11322650 	5479114 	5752693 	13723314 	12090039 
NGT_SP,FOR,TOTAL,NR,DK	3485569 	1639906 	1568961 	3676964 	3455853 
NGT_SP,FOR,TOTAL,NR,EE	730167 	369022 	434563 	1212449 	1027905 
NGT_SP,FOR,TOTAL,NR,EL	24764770 	14294155 	6642809 	20907782 	17803878 
NGT_SP,FOR,TOTAL,NR,ES	67588016 	32873702 	19713855 	71253133 	65310740 
NGT_SP,FOR,TOTAL,NR,EU27_2020	331256917 	160438868 	113350340 	342202411 	302310324 
NGT_SP,FOR,TOTAL,NR,FI	1402628 	649797 	709403 	1844656 	1596645 
NGT_SP,FOR,TOTAL,NR,FR	46162854 	19394781 	16372316 	42420703 	37879862 
NGT_SP,FOR,TOTAL,NR,HR	26725135 	18514612 	9599991 	24449871 	22246129 
NGT_SP,FOR,TOTAL,NR,HU	5652217 	2279339 	2059487 	8032507 	6740183 
NGT_SP,FOR,TOTAL,NR,IE	3577301 	1278753 	1142705 	5413703 	5085675 
NGT_SP,FOR,TOTAL,NR,IS	1648302 	793438 	484853 	2128321 	2659718 
NGT_SP,FOR,TOTAL,NR,IT	55790881 	25125252 	15124326 	56348486 	48964580 
NGT_SP,FOR,TOTAL,NR,LI	15732 	12026 	12165 	16758 	13650 
NGT_SP,FOR,TOTAL,NR,LT	720046 	388189 	405317 	1118290 	953111 
NGT_SP,FOR,TOTAL,NR,LU	281565 	196306 	158971 	261614 	197283 
NGT_SP,FOR,TOTAL,NR,LV	777470 	347194 	507103 	1169733 	901708 
NGT_SP,FOR,TOTAL,NR,MT	2410715 	1145440 	751719 	3090082 	2649366 
NGT_SP,FOR,TOTAL,NR,NL	5947714 	2731331 	3347216 	7691415 	6969157 
NGT_SP,FOR,TOTAL,NR,NO	2941130 	833944 	998404 	2833859 	2359834 
NGT_SP,FOR,TOTAL,NR,PL	9562253 	4263814 	3710115 	9477794 	7673486 
NGT_SP,FOR,TOTAL,NR,PT	26930281 	11992971 	8417996 	27563579 	24598412 
NGT_SP,FOR,TOTAL,NR,RO	2245330 	1089849 	561803 	2172675 	1608210 
NGT_SP,FOR,TOTAL,NR,SE	3127902 	1618073 	1091036 	2678204 	2139472 
NGT_SP,FOR,TOTAL,NR,SI	2260684 	1047190 	700519 	2396418 	2015572 
NGT_SP,FOR,TOTAL,NR,SK	1267183 	399364 	763523 	1671748 	1257350 
NGT_SP,TOTAL,M01,NR,AT	961935 	84580 	1594228 	1365713 	1208711 
NGT_SP,TOTAL,M01,NR,BE	400579 	238564 	380619 	282760 	230427 
NGT_SP,TOTAL,M01,NR,BG	98609 	61012 	142060 	112292 	100224 
NGT_SP,TOTAL,M01,NR,CH	567315 	385212 	490294 	383092 	332029 
NGT_SP,TOTAL,M01,NR,CY	95591 	19423 	119430 	99735 	63774 
NGT_SP,TOTAL,M01,NR,CZ	224273 	59060 	571610 	505284 	431533 
NGT_SP,TOTAL,M01,NR,DE	1529037 	508594 	1766732 	1509718 	1193626 
NGT_SP,TOTAL,M01,NR,DK	112801 	72939 	158111 	144012 	130333 
NGT_SP,TOTAL,M01,NR,EE	52317 	35884 	95742 	72959 	59676 
NGT_SP,TOTAL,M01,NR,EL	334441 	120182 	446570 	303388 	213031 
NGT_SP,TOTAL,M01,NR,ES	4135334 	1218173 	5046024 	4341121 	3720532 
NGT_SP,TOTAL,M01,NR,EU27_2020	18428162 	7443189 	22580670 	18459351 	15529049 
NGT_SP,TOTAL,M01,NR,FI	183246 	109447 	253794 	198209 	170201 
NGT_SP,TOTAL,M01,NR,FR	5172760 	3256668 	4700731 	3714503 	3121377 
NGT_SP,TOTAL,M01,NR,HR	121276 	59489 	116918 	92697 	94399 
NGT_SP,TOTAL,M01,NR,HU	276537 	53969 	500492 	372702 	308707 
NGT_SP,TOTAL,M01,NR,IE	133386 	52067 	214482 	226209 	178424 
NGT_SP,TOTAL,M01,NR,IS	48159 	7761 	95925 	116387 	128215 
NGT_SP,TOTAL,M01,NR,IT	1672213 	336231 	2640700 	2093202 	1831471 
